ProductID,Category,Brand,ProductName,Cost,Price,UnitsSold,Revenue,Profit,Orders
26,Electronics,Prime,Headphones,511.27,1068.55,184,184324.93,90251.25,69
27,Electronics,Atlas,Phone,70.73,131.56,472,58846.76,25462.2,122
28,Home,Vertex,Vacuum,383.34,716.85,357,242546.25,105693.87,105
29,Furniture,Fusion,Cabinet,68.54,133.65,346,44238.18,20523.34,92
30,Furniture,Vertex,Chair,286.47,446.89,287,121442.34,39225.45,71
31,Electronics,Nova,Headphones,599.1,1198.2,156,179011.08,85551.48,60
32,Sports,Fusion,Tennis Racket,350.18,791.41,273,207270.29,111671.15000000001,91
33,Electronics,Prime,Camera,672.71,1439.6,120,161739.06,81013.86,55
34,Sports,Vertex,Tennis Racket,624.82,756.03,435,312694.05,40897.35,110
35,Furniture,Nova,Desk,698.1,858.66,373,305682.95,45291.65,95
36,Clothing,Atlas,Sneakers,82.85,111.02,390,41199.51,8888.01,97
37,Sports,Fusion,Basketball,174.85,283.26,354,95968.45999999999,34071.56,92
38,Home,Atlas,Blender,511.84,1079.98,162,162428.95,79510.87,68
39,Electronics,Pioneer,Headphones,642.09,1393.34,164,213668.74,108365.98,69
40,Furniture,Vertex,Bookshelf,260.69,539.63,348,178914.30000000002,88194.18,95
41,Electronics,Nova,Phone,221.3,283.26,360,96322.55,16654.55,97
42,Sports,Vertex,Tennis Racket,204.35,365.79,363,126014.6,51835.55,108
43,Furniture,Nova,Bookshelf,373.27,589.77,342,189817.44,62159.1,95
44,Sports,Vertex,Football,530.78,875.79,271,225253.16,81411.78,76
45,Furniture,Nova,Chair,426.56,750.75,373,264113.8,105006.92,100
46,Furniture,Nova,Bookshelf,196.14,307.94,416,122544.75,40950.51,105
47,Electronics,Prime,Keyboard,653.98,1281.8,190,230083.1,105826.90000000001,73
48,Clothing,Pioneer,Jacket,366.18,604.2,363,209325.09,76401.75,104
49,Electronics,Apex,Mouse,443.18,912.95,272,232756.67,112211.70999999999,94
50,Furniture,Prime,Bookshelf,655.24,1094.25,255,268364.78,101278.58,82
51,Electronics,Prime,Phone,85.98,115.21,381,41585.06,8826.68,99
52,Electronics,Nova,Laptop,660.97,1427.7,110,150622.34,77915.64,55
53,Sports,Atlas,Football,256.12,420.04,352,140377.38,50223.14,95
54,Electronics,Nova,Laptop,273.47,533.27,452,231945.83,108337.39,109
55,Clothing,Vertex,Jacket,74.46,103.5,446,44318.66,11109.5,121
56,Clothing,Atlas,Jeans,252.28,529.79,328,165320.91,82573.06999999999,93
57,Sports,Pioneer,Football,308.19,406.81,436,168358.36000000002,33987.520000000004,105
58,Home,Vertex,Microwave,535.32,1022.46,260,248968.99,109785.79,84
59,Sports,Apex,Football,688.82,1453.41,130,172883.17,83336.57,57
60,Electronics,Nova,Phone,173.26,379.44,451,162324.42,84184.16,118
61,Sports,Vertex,Yoga Mat,547.27,864.69,297,241810.57,79271.38,86
62,Home,Fusion,Lamp,516.98,920.22,252,222555.24,92276.28,85
63,Electronics,Pioneer,Monitor,167.45,269.59,326,82332.76,27744.06,85
64,Electronics,Pioneer,Laptop,76.22,122.71,386,45310.69,15889.77,100
65,Electronics,Atlas,Laptop,357.64,819.0,233,181162.8,97832.68000000001,77
66,Electronics,Nova,Keyboard,203.61,285.05,438,118395.55,29214.37,109
67,Home,Prime,Blender,410.11,565.95,406,220946.89,54442.23,94
68,Sports,Prime,Tennis Racket,438.52,828.8,292,228417.28,100369.44,90
69,Sports,Pioneer,Tennis Racket,566.61,1223.88,181,211364.05000000002,108807.64,77
70,Clothing,Pioneer,Hat,451.02,920.08,171,149558.99,72434.57,68
71,Home,Atlas,Vacuum,622.96,953.13,324,293278.06,91439.02,90
72,Clothing,Vertex,Hat,271.95,611.89,305,176897.35,93952.6,82
73,Furniture,Prime,Standing Desk,397.91,604.82,366,208088.34,62453.28,94
74,Sports,Prime,Bicycle,400.79,829.64,324,256234.31,126378.35,103
75,Furniture,Prime,Chair,623.93,823.59,464,362420.7,72917.18,115
76,Furniture,Fusion,Standing Desk,547.47,1122.31,184,193935.13,93200.65000000001,71
77,Home,Fusion,Lamp,394.09,878.82,233,194219.27,102396.3,85
78,Sports,Fusion,Basketball,693.07,1192.08,259,291523.17,112018.04,90
79,Electronics,Nova,Camera,535.84,1216.36,160,188231.72999999998,102497.33,69
80,Home,Pioneer,Coffee Maker,525.75,809.65,381,294591.07,94280.31999999999,96
81,Furniture,Pioneer,Cabinet,426.68,665.62,311,196624.17,63926.69,89
82,Sports,Atlas,Bicycle,456.88,1000.57,248,232682.5,119376.26000000001,88
83,Furniture,Apex,Cabinet,531.12,1125.97,178,189275.54,94736.18,67
84,Electronics,Nova,Mouse,672.21,1465.42,103,144710.24000000002,75472.61,44
85,Furniture,Atlas,Cabinet,428.95,677.74,429,279533.86,95514.31,114
86,Furniture,Pioneer,Bookshelf,415.41,660.5,351,218526.43,72717.52,95
87,Furniture,Atlas,Bookshelf,464.34,603.64,446,256667.75,49572.11,110
88,Home,Nova,Lamp,267.92,442.07,534,226450.37,83381.09,117
89,Furniture,Nova,Desk,395.45,826.49,306,235838.96,114831.26,89
90,Furniture,Apex,Chair,566.03,877.35,434,357739.52,112082.5,115
91,Electronics,Fusion,Keyboard,591.1,1211.75,206,230111.31,108344.71,73
92,Sports,Apex,Football,172.22,358.22,421,144864.17,72359.55,115
93,Sports,Nova,Bicycle,440.1,545.72,409,215586.66999999998,35585.770000000004,99
94,Furniture,Pioneer,Bookshelf,527.87,633.44,355,213279.29,25885.44,106
95,Sports,Fusion,Yoga Mat,422.27,928.99,237,205957.07,105879.08,74
96,Electronics,Fusion,Laptop,86.16,196.44,385,71690.78,38519.18,102
97,Sports,Prime,Football,57.16,110.89,352,37364.37,17244.05,99
98,Sports,Nova,Bicycle,577.37,1218.25,199,225193.47,110296.84,81
99,Electronics,Pioneer,Phone,265.76,334.86,441,141712.75,24512.59,99
100,Clothing,Prime,T-Shirt,208.66,390.19,408,151042.51,65909.23,106
101,Clothing,Prime,T-Shirt,319.93,655.86,308,191937.42,93398.98,78
102,Sports,Pioneer,Football,610.93,1368.48,128,167433.54,89234.5,66
103,Home,Pioneer,Coffee Maker,39.96,64.34,320,19475.72,6688.5199999999995,82
104,Clothing,Fusion,Jeans,16.69,29.04,370,10278.73,4103.43,96
105,Sports,Fusion,Bicycle,276.56,348.47,380,126651.46,21558.66,107
106,Furniture,Vertex,Bookshelf,535.26,883.18,376,315516.02,114258.26,97
107,Sports,Nova,Football,244.46,442.47,307,129223.38,54174.159999999996,84
108,Home,Vertex,Microwave,646.37,1434.94,187,250397.06,129525.87000000001,79
109,Sports,Nova,Tennis Racket,51.42,105.93,332,33516.25,16444.81,89
110,Home,Vertex,Lamp,473.87,706.07,310,209032.06,62132.36,76
111,Furniture,Vertex,Chair,320.44,416.57,362,142570.99,26571.71,102
112,Clothing,Apex,Jeans,501.87,697.6,362,241090.56,59413.62,95
113,Home,Fusion,Vacuum,329.7,731.93,243,167868.13,87751.03,76
114,Electronics,Vertex,Monitor,595.43,1303.99,117,141808.88,72143.56999999999,53
115,Electronics,Nova,Phone,424.03,508.84,372,179620.53,21881.37,96
116,Furniture,Pioneer,Bookshelf,170.39,299.89,321,92695.99,38000.8,89
117,Clothing,Apex,Jacket,330.07,594.13,419,236047.82,97748.49,113
118,Home,Pioneer,Vacuum,137.32,232.07,279,61835.08,23522.8,83
119,Sports,Pioneer,Bicycle,218.43,404.1,381,147415.73,64193.9,95
120,Furniture,Fusion,Cabinet,229.5,309.83,415,124071.44,28828.94,102
121,Clothing,Fusion,Hat,34.89,73.27,406,28011.16,13845.82,101
122,Clothing,Vertex,Jeans,696.48,1016.86,354,342427.59,95873.67,85
123,Clothing,Vertex,T-Shirt,281.86,504.53,350,170758.12,72107.12,81
124,Home,Vertex,Microwave,468.76,651.58,419,256885.43,60474.99,103
125,Electronics,Fusion,Laptop,584.6,1110.74,241,250527.43,109638.83,79
126,Sports,Vertex,Tennis Racket,579.99,759.79,320,232001.83,46405.03,79
127,Clothing,Atlas,Hat,651.76,1081.92,258,266693.29000000004,98539.21,83
128,Sports,Pioneer,Bicycle,515.51,896.99,286,245461.28,98025.42,79
129,Sports,Prime,Yoga Mat,167.54,279.79,361,95702.12,35220.18,93
130,Furniture,Atlas,Cabinet,173.91,231.3,338,74374.56,15592.98,95
131,Furniture,Nova,Cabinet,478.66,741.92,429,302592.05,97246.91,108
132,Clothing,Pioneer,Jacket,402.84,680.8,445,291178.16,111914.36,120
133,Electronics,Pioneer,Camera,551.0,1019.35,221,213757.73,91986.73,77
134,Home,Fusion,Microwave,478.12,1094.89,157,163357.59,88292.75,61
135,Home,Vertex,Vacuum,284.85,635.22,336,199935.51,104225.91,100
136,Home,Prime,Lamp,547.02,743.95,383,271690.56,62181.9,92
137,Electronics,Vertex,Mouse,536.35,863.52,399,321574.87,107571.22,109
138,Electronics,Apex,Tablet,130.41,246.47,418,98218.36,43706.979999999996,110
139,Furniture,Pioneer,Desk,694.54,1354.35,165,209314.8,94715.7,67
140,Clothing,Fusion,T-Shirt,545.21,975.93,251,230075.47,93227.76,82
141,Electronics,Nova,Keyboard,286.43,392.41,466,175583.93,42107.55,122
142,Sports,Apex,Football,55.56,101.67,378,36616.49,15614.810000000001,96
143,Sports,Nova,Yoga Mat,678.4,1377.15,188,240312.71,112773.51,79
144,Sports,Vertex,Tennis Racket,376.31,733.8,296,209096.31,97708.55,90
145,Home,Atlas,Lamp,428.23,650.91,399,246076.52,75212.75,102
146,Electronics,Prime,Tablet,93.18,205.93,443,86830.34,45551.6,111
147,Clothing,Vertex,T-Shirt,666.22,1305.79,200,247251.29,114007.29000000001,77
148,Sports,Pioneer,Yoga Mat,682.63,1269.69,196,232861.1,99065.62,70
149,Clothing,Apex,Hat,678.5,1295.93,158,193741.5,86538.5,67
150,Sports,Atlas,Bicycle,593.06,1109.02,191,198902.77,85628.31,73
151,Electronics,Atlas,Phone,202.08,343.54,367,121132.22,46968.86,96
152,Sports,Nova,Yoga Mat,673.89,1368.0,136,174420.0,82770.96,58
153,Home,Atlas,Vacuum,253.07,354.3,351,119186.53,30358.96,89
154,Home,Prime,Microwave,276.39,392.47,334,126689.33,34375.07,86
155,Furniture,Fusion,Desk,654.06,1111.9,261,269190.98,98481.31999999999,88
156,Electronics,Fusion,Phone,504.99,974.63,192,177285.19,80327.11,64
157,Home,Vertex,Lamp,374.88,607.31,329,192092.16,68756.64,82
158,Sports,Pioneer,Tennis Racket,641.15,1128.42,268,282500.0,110671.8,93
159,Furniture,Fusion,Chair,227.48,416.29,414,165496.13,71319.41,90
160,Electronics,Pioneer,Mouse,478.69,574.43,334,181031.63999999998,21149.18,91
161,Furniture,Nova,Chair,261.23,514.62,427,207417.59,95872.38,116
162,Clothing,Pioneer,Sneakers,269.75,507.13,363,174883.73,76964.48,97
163,Home,Vertex,Lamp,31.63,61.36,336,19509.41,8881.73,90
164,Clothing,Prime,Hat,127.26,257.07,393,96966.82,46953.64,105
165,Clothing,Fusion,Jeans,179.59,400.49,435,166623.9,88502.25,104
166,Home,Prime,Lamp,278.88,376.49,381,137738.86,31485.58,90
167,Sports,Vertex,Bicycle,134.05,197.05,383,72534.17,21193.02,107
168,Sports,Prime,Tennis Racket,593.49,1228.52,196,221932.15,105608.11,66
169,Furniture,Atlas,Chair,384.6,842.27,254,199575.92,101887.52,82
170,Electronics,Pioneer,Mouse,286.41,426.75,327,133274.04,39617.97,91
171,Clothing,Fusion,Jacket,375.46,589.47,417,234019.6,77452.78,97
172,Furniture,Vertex,Standing Desk,275.41,625.18,255,152668.93,82439.37999999999,80
173,Home,Apex,Lamp,159.05,311.74,387,113909.83,52357.48,94
174,Sports,Vertex,Tennis Racket,548.27,882.71,323,268167.32,91076.11,78
175,Sports,Apex,Basketball,394.15,642.46,372,226338.66,79714.86,93
176,Electronics,Prime,Camera,365.66,822.74,220,171376.74,90931.54,78
177,Sports,Fusion,Bicycle,15.86,24.58,355,8292.02,2661.7200000000003,94
178,Clothing,Pioneer,Jeans,160.82,226.76,403,87075.81999999999,22265.36,111
179,Sports,Prime,Basketball,615.04,1340.79,121,153453.38999999998,79033.55,53
180,Sports,Fusion,Basketball,648.79,856.4,278,226774.72,46411.1,85
181,Sports,Prime,Yoga Mat,119.55,169.76,372,60018.67,15546.07,100
182,Clothing,Nova,Hat,169.03,349.89,344,114833.9,56687.58,86
183,Clothing,Apex,Jacket,279.2,362.96,394,136037.39,26032.59,110
184,Home,Nova,Vacuum,232.1,362.08,313,108334.3,35687.0,87
185,Furniture,Prime,Chair,259.45,563.01,320,171746.24,88722.24,96
186,Home,Nova,Microwave,510.85,1149.41,180,193790.55000000002,101837.55,74
187,Furniture,Nova,Bookshelf,315.89,489.63,350,164270.9,53709.4,93
188,Sports,Prime,Bicycle,667.15,907.32,367,315202.94,70358.89,96
189,Electronics,Nova,Keyboard,665.52,1377.63,163,207677.75,99197.99,71
190,Clothing,Nova,Jacket,322.36,606.04,381,219659.19999999998,96840.04000000001,100
191,Sports,Pioneer,Tennis Racket,333.66,423.75,392,157168.87,26374.15,103
192,Furniture,Vertex,Bookshelf,9.67,15.47,376,5573.09,1937.17,101
193,Sports,Fusion,Tennis Racket,392.67,801.05,290,220128.5,106254.2,92
194,Furniture,Prime,Chair,654.95,1185.46,222,248116.75,102717.85,75
195,Home,Prime,Microwave,45.57,71.09,504,34158.79,11191.51,117
196,Sports,Atlas,Tennis Racket,293.78,596.37,309,175064.4,84286.38,90
197,Home,Fusion,Blender,212.56,293.33,276,77468.43,18801.87,84
198,Clothing,Pioneer,Hat,239.41,481.21,400,183220.72,87456.72,97
199,Clothing,Fusion,Hat,444.36,893.16,337,283265.7,133516.38,102
200,Clothing,Apex,Jeans,552.39,1176.59,151,168664.13999999998,85253.25,65
201,Furniture,Nova,Cabinet,94.58,212.81,357,72525.64,38760.58,89
202,Electronics,Prime,Headphones,689.84,848.5,330,264307.7,36660.5,90
203,Electronics,Apex,Laptop,34.8,72.38,432,29929.12,14895.52,93
204,Furniture,Vertex,Cabinet,454.9,664.15,332,209506.09,58479.29,97
205,Furniture,Nova,Desk,560.52,1210.72,191,224104.25,117044.93000000001,78
206,Furniture,Atlas,Desk,230.16,398.18,295,110733.8,42836.6,98
207,Furniture,Nova,Bookshelf,391.1,547.54,427,224573.56,57573.86,115
208,Clothing,Atlas,Jeans,202.63,358.66,348,118734.38,48219.14,90
209,Home,Fusion,Microwave,412.57,944.79,189,169353.57,91377.84,74
210,Furniture,Vertex,Bookshelf,674.35,1321.73,173,209295.88999999998,92633.34,67
211,Home,Pioneer,Microwave,629.71,1303.5,165,204258.43,100356.28,68
212,Clothing,Apex,Sneakers,109.04,131.94,348,44015.19,6069.2699999999995,92
213,Sports,Nova,Football,643.87,978.68,308,286508.54,88196.58,86
214,Sports,Atlas,Football,564.74,784.99,377,283852.36,70945.38,94
215,Electronics,Vertex,Tablet,137.34,174.42,285,48000.38,8858.48,78
216,Sports,Pioneer,Football,615.67,1175.93,153,167217.21,73019.7,61
217,Clothing,Nova,Hat,69.36,111.67,350,37135.89,12859.890000000001,86
218,Electronics,Vertex,Monitor,293.68,511.0,405,195968.5,77028.1,103
219,Sports,Prime,Yoga Mat,244.78,438.16,400,164726.24,66814.24,103
220,Home,Fusion,Microwave,365.48,475.12,373,171470.82,35146.78,88
221,Furniture,Apex,Chair,630.4,1090.59,246,247727.49,92649.09,78
222,Clothing,Vertex,Jeans,395.62,589.47,357,202541.9,61305.56,98
223,Home,Apex,Coffee Maker,604.6,1354.3,176,222917.75,116508.15,77
224,Furniture,Prime,Cabinet,67.71,142.19,466,63281.590000000004,31728.73,125
225,Home,Pioneer,Microwave,630.26,1140.77,201,219084.87,92402.61,69
226,Electronics,Pioneer,Headphones,41.9,90.5,367,31783.58,16406.28,104
227,Home,Fusion,Vacuum,453.57,630.46,371,224664.38,56389.909999999996,95
228,Furniture,Vertex,Chair,312.81,622.49,371,220205.82,104153.31,99
229,Sports,Nova,Tennis Racket,676.8,1522.8,148,214410.24,114243.84,67
230,Clothing,Atlas,Jacket,124.92,228.6,429,92297.25,38706.57,101
231,Sports,Nova,Football,519.99,1128.38,188,196225.28,98467.16,71
232,Home,Pioneer,Blender,461.79,849.69,249,203075.91,88090.2,81
233,Clothing,Vertex,Jacket,389.43,529.62,396,200275.77,46061.49,94
234,Clothing,Atlas,Jeans,493.22,725.03,381,263403.42,75486.6,99
235,Sports,Apex,Football,227.54,507.41,366,176198.18,92918.54,98
236,Home,Pioneer,Vacuum,344.93,658.82,333,206144.79,91283.1,89
237,Home,Vertex,Coffee Maker,117.29,191.18,370,67065.93,23668.63,92
238,Electronics,Prime,Mouse,186.42,275.9,375,96937.45,27029.95,95
239,Home,Fusion,Lamp,502.27,668.02,404,259124.99,56207.91,97
240,Sports,Vertex,Tennis Racket,309.96,437.04,352,147391.77,38285.85,96
241,Home,Pioneer,Vacuum,117.65,183.53,339,58940.65,19057.3,89
242,Sports,Pioneer,Yoga Mat,533.02,1172.64,151,166808.04,86322.02,65
243,Electronics,Apex,Monitor,345.78,753.8,298,211742.41999999998,108699.98,94
244,Furniture,Atlas,Cabinet,666.11,1492.09,152,214189.5,112940.78,70
245,Furniture,Prime,Chair,108.72,227.22,385,83287.47,41430.27,106
246,Electronics,Prime,Tablet,556.3,912.33,290,250936.35,89609.34999999999,87
247,Electronics,Apex,Monitor,125.42,272.16,466,121192.84,62747.12,108
248,Sports,Fusion,Yoga Mat,426.57,951.25,207,184685.21,96385.22,75
249,Sports,Apex,Tennis Racket,356.61,652.6,346,214379.1,90992.04000000001,91
250,Furniture,Vertex,Standing Desk,468.81,745.41,359,252917.66,84614.87,102
251,Sports,Prime,Yoga Mat,647.39,1346.57,102,131155.89,65122.11,50
252,Electronics,Vertex,Monitor,17.05,38.87,355,12969.02,6916.2699999999995,101
253,Home,Atlas,Vacuum,571.2,1222.37,185,212753.44,107081.44,82
254,Clothing,Prime,T-Shirt,324.85,513.26,411,200504.99,66991.64,108
255,Furniture,Prime,Chair,611.04,1118.2,214,225876.4,95113.84,77
256,Electronics,Vertex,Laptop,546.37,1043.57,264,259588.02,115346.34,94
257,Sports,Vertex,Bicycle,466.49,606.44,408,235329.03,45001.11,102
258,Home,Vertex,Blender,459.36,923.31,253,223487.16,107269.08,85
259,Electronics,Fusion,Monitor,638.6,1168.64,176,197441.71000000002,85048.11,66
260,Electronics,Atlas,Monitor,482.31,844.04,263,209195.31,82347.78,83
261,Electronics,Pioneer,Tablet,281.48,534.81,374,191408.54,86135.02,95
262,Furniture,Pioneer,Desk,149.04,198.22,375,70714.99,14824.99,96
263,Home,Nova,Microwave,329.25,635.45,340,203471.13,91526.13,97
264,Electronics,Nova,Phone,85.57,138.62,399,52232.05,18089.62,105
265,Furniture,Nova,Chair,34.09,64.09,371,22550.08,9902.69,108
266,Home,Atlas,Coffee Maker,507.48,979.44,265,243292.88,108810.68000000001,92
267,Home,Pioneer,Coffee Maker,142.58,269.48,267,68919.49,30850.63,76
268,Furniture,Fusion,Desk,209.06,294.77,368,103744.26,26810.18,91
269,Clothing,Fusion,Jacket,377.62,728.81,338,233146.37,105510.81,91
270,Clothing,Apex,Hat,77.02,157.12,347,52344.52,25618.58,95
271,Furniture,Atlas,Desk,67.62,82.5,342,27031.11,3905.07,88
272,Home,Nova,Lamp,102.72,161.27,405,63064.66,21463.06,109
273,Sports,Apex,Bicycle,687.48,941.85,343,302804.79,66999.15,83
274,Home,Vertex,Coffee Maker,16.89,35.64,371,12554.24,6288.05,104
275,Clothing,Nova,Jeans,506.49,1073.76,199,201276.33,100484.81999999999,73
276,Electronics,Apex,Monitor,502.39,919.37,266,230394.13,96758.39,78
277,Furniture,Nova,Cabinet,350.11,427.13,283,115837.66,16756.53,84
278,Furniture,Fusion,Bookshelf,87.46,131.19,381,48022.05,14699.789999999999,104
279,Clothing,Apex,Hat,232.01,371.22,365,128590.65000000001,43907.0,93
280,Furniture,Nova,Chair,593.21,883.88,399,336714.13,100023.34,97
281,Furniture,Nova,Desk,102.89,178.0,315,53346.6,20936.25,85
282,Home,Vertex,Vacuum,256.47,353.93,417,140209.35,33261.36,111
283,Sports,Atlas,Yoga Mat,198.16,273.46,384,99416.35,23322.91,110
284,Electronics,Fusion,Camera,504.59,1140.37,132,144712.93,78107.05,55
285,Home,Vertex,Lamp,20.55,29.8,363,10282.49,2822.84,95
286,Clothing,Apex,Hat,456.82,1000.44,210,200238.06,104305.86,77
287,Clothing,Pioneer,Jeans,667.28,914.17,334,293082.9,70211.38,89
288,Electronics,Nova,Monitor,492.33,1058.51,168,168832.36,86120.92,72
289,Furniture,Fusion,Desk,91.66,172.32,449,73322.14,32166.8,109
290,Home,Apex,Lamp,640.37,1216.7,196,224481.13,98968.61,72
291,Home,Atlas,Blender,437.92,705.05,357,241867.32,85529.88,100
292,Clothing,Vertex,Jeans,203.11,432.62,393,163119.37,83297.14,105
293,Clothing,Prime,Sneakers,589.9,796.37,442,341563.09,80827.29,106
294,Clothing,Atlas,Sneakers,306.76,404.92,398,154598.46,32507.98,108
295,Electronics,Nova,Phone,559.1,989.61,273,255665.8,103031.5,87
296,Furniture,Fusion,Desk,565.24,1136.13,187,199504.43000000002,93804.55,74
297,Sports,Prime,Football,74.76,122.61,419,49013.42,17688.98,110
298,Electronics,Atlas,Camera,117.5,207.97,411,81378.63,33086.13,114
299,Electronics,Fusion,Phone,569.57,1104.97,272,281601.59,126678.55,87
300,Electronics,Nova,Tablet,416.96,900.63,209,177153.91,90009.27,76
301,Clothing,Nova,T-Shirt,327.1,464.48,409,177338.47,43554.57,97
302,Home,Pioneer,Microwave,75.66,95.33,330,30190.96,5223.16,90
303,Furniture,Prime,Standing Desk,60.4,75.5,429,30913.43,5001.83,99
304,Clothing,Fusion,Jeans,679.13,1528.04,112,158381.34,82318.78,50
305,Clothing,Pioneer,Jacket,561.71,780.78,390,288107.75,69040.85,95
306,Furniture,Apex,Desk,17.11,28.74,361,9936.869999999999,3760.16,98
307,Sports,Pioneer,Tennis Racket,475.07,802.87,311,240660.31,92913.54,89
308,Home,Nova,Lamp,181.36,223.07,473,101619.59,15836.31,118
309,Sports,Prime,Basketball,236.97,545.03,363,186427.49,100407.38,100
310,Furniture,Fusion,Cabinet,284.79,598.06,381,218022.74,109517.75,96
311,Clothing,Vertex,Sneakers,623.3,1047.14,251,243460.05000000002,87011.75,79
312,Electronics,Prime,Mouse,411.68,732.79,311,217455.41,89422.93000000001,95
313,Furniture,Apex,Bookshelf,18.19,22.92,346,7545.24,1251.5,95
314,Home,Apex,Microwave,300.77,463.19,379,167327.32,53335.49,101
315,Sports,Nova,Basketball,529.79,1096.67,221,224652.89,107569.3,81
316,Home,Apex,Lamp,342.53,585.73,276,155130.58,60592.3,75
317,Electronics,Vertex,Laptop,525.57,783.1,380,280467.31,80750.71,98
318,Sports,Prime,Tennis Racket,52.22,103.92,340,33628.51,15873.710000000001,95
319,Clothing,Pioneer,Hat,7.1,10.44,352,3531.32,1032.12,92
320,Electronics,Atlas,Mouse,550.2,687.75,454,295044.74,45253.94,110
321,Sports,Pioneer,Tennis Racket,31.34,57.98,274,14863.17,6276.01,75
322,Sports,Atlas,Yoga Mat,650.84,1060.87,284,288397.55,103558.98999999999,87
323,Sports,Vertex,Yoga Mat,449.02,857.63,314,251156.93,110164.65,95
324,Home,Fusion,Lamp,310.12,412.46,410,161065.61000000002,33916.409999999996,105
325,Home,Fusion,Lamp,391.8,595.54,369,208766.57,64192.37,103
326,Home,Nova,Vacuum,108.17,187.13,311,55708.56,22067.69,87
327,Home,Prime,Microwave,401.86,590.73,338,188826.81,52998.13,93
328,Furniture,Pioneer,Standing Desk,308.64,441.36,379,159507.5,42532.94,93
329,Sports,Nova,Tennis Racket,418.61,770.24,281,206385.82,88756.41,84
330,Sports,Prime,Yoga Mat,565.87,718.65,296,201868.73,34371.21,88
331,Clothing,Pioneer,Jacket,618.98,1318.43,104,129733.52,65359.6,50
332,Furniture,Fusion,Desk,153.97,194.0,354,65620.5,11115.12,86
333,Sports,Prime,Football,78.46,129.46,299,37019.090000000004,13559.55,72
334,Furniture,Apex,Desk,443.42,855.8,312,251819.15,113472.11,95
335,Electronics,Prime,Phone,168.47,328.52,332,103697.33,47765.29,89
336,Sports,Prime,Tennis Racket,361.5,632.62,313,190450.27,77300.77,81
337,Sports,Nova,Yoga Mat,631.08,1382.07,127,164397.23,84250.06999999999,55
338,Home,Pioneer,Vacuum,513.01,918.29,269,234347.59,96347.9,82
339,Sports,Prime,Bicycle,649.82,1143.68,234,255097.81,103039.93,82
340,Electronics,Vertex,Headphones,626.44,958.45,399,359466.74,109517.18,98
341,Furniture,Apex,Desk,318.65,691.47,237,155338.77,79818.72,67
342,Sports,Fusion,Tennis Racket,517.52,755.58,446,320630.35,89816.43,118
343,Sports,Vertex,Bicycle,309.18,374.11,384,138177.52,19452.399999999998,109
344,Electronics,Fusion,Laptop,185.35,231.69,373,81937.15,12801.6,95
345,Clothing,Vertex,Sneakers,468.28,988.07,230,212583.31,104878.90999999999,80
346,Furniture,Fusion,Bookshelf,396.58,606.77,339,195834.93,61394.31,88
347,Electronics,Fusion,Phone,654.23,1151.44,212,229769.86,91073.1,69
348,Sports,Fusion,Bicycle,555.07,1032.43,233,230077.06,100745.75,79
349,Sports,Fusion,Tennis Racket,109.55,219.1,452,93194.12,43677.52,108
350,Sports,Nova,Yoga Mat,466.89,588.28,391,217516.54,34962.55,100
351,Sports,Prime,Bicycle,164.39,218.64,392,81913.47,17472.59,104
352,Electronics,Fusion,Headphones,83.18,138.91,395,51473.14,18617.04,107
353,Sports,Prime,Football,128.04,193.34,386,70607.79,21184.35,99
