OrderID,ReturnDate,Reason
53842,2024-09-23,Late Delivery
9163,2025-05-09,Damaged
87844,2025-03-02,Defective
37630,2025-12-14,Changed Mind
83305,2025-06-29,Wrong Item
66270,2024-02-02,Defective
34654,2024-11-14,Damaged
41963,2024-07-22,Late Delivery
39591,2025-08-27,Wrong Item
81036,2024-02-09,Changed Mind
10981,2025-02-08,Defective
56300,2025-11-22,Defective
61549,2024-03-06,Wrong Item
88401,2025-10-31,Damaged
44324,2024-06-12,Changed Mind
55208,2025-08-23,Wrong Item
53528,2025-09-21,Late Delivery
26971,2025-06-27,Changed Mind
73218,2024-09-28,Defective
65891,2025-08-13,Wrong Item
42222,2024-11-08,Defective
97866,2024-06-23,Defective
12251,2024-05-17,Defective
69437,2024-04-24,Damaged
38433,2024-12-06,Defective
40890,2025-07-08,Late Delivery
30999,2024-03-08,Late Delivery
56146,2025-07-19,Changed Mind
95414,2025-11-28,Defective
22156,2024-09-28,Defective
17614,2025-11-01,Wrong Item
56444,2025-10-05,Damaged
98400,2024-10-04,Changed Mind
24053,2025-05-27,Defective
50243,2024-05-14,Wrong Item
58999,2025-03-07,Damaged
31345,2024-09-25,Changed Mind
61242,2024-12-07,Changed Mind
92530,2025-09-10,Defective
80829,2024-05-15,Changed Mind
51726,2025-01-28,Wrong Item
33880,2025-02-02,Changed Mind
83007,2024-01-22,Late Delivery
73909,2025-09-21,Wrong Item
67247,2024-02-24,Damaged
88808,2024-05-28,Damaged
13122,2024-04-16,Defective
8258,2025-03-28,Defective
93381,2025-09-03,Late Delivery
13915,2024-06-10,Damaged
30903,2024-11-02,Damaged
72859,2024-09-11,Damaged
20293,2024-02-03,Damaged
58171,2025-12-24,Changed Mind
20950,2024-06-22,Wrong Item
36695,2025-04-01,Wrong Item
8526,2024-11-02,Late Delivery
78272,2024-04-27,Changed Mind
77403,2025-11-29,Damaged
77652,2025-05-12,Damaged
99837,2025-01-04,Defective
92272,2024-07-03,Defective
29776,2025-01-03,Late Delivery
34808,2025-12-25,Damaged
16886,2024-07-16,Late Delivery
49984,2024-09-07,Changed Mind
62615,2024-02-17,Wrong Item
14229,2024-10-24,Damaged
52177,2024-01-21,Changed Mind
8029,2024-11-19,Damaged
28922,2025-04-12,Defective
69420,2025-03-02,Late Delivery
70812,2025-11-04,Defective
34364,2025-04-30,Wrong Item
43204,2024-12-15,Defective
36795,2024-10-26,Damaged
97027,2024-07-14,Defective
63343,2024-06-04,Damaged
36956,2025-08-06,Wrong Item
69229,2024-02-11,Defective
9424,2025-02-12,Late Delivery
86001,2024-12-15,Late Delivery
16959,2025-07-30,Late Delivery
21615,2024-05-16,Defective
61462,2025-02-10,Defective
61774,2024-10-23,Defective
86802,2024-04-15,Damaged
67503,2025-12-16,Wrong Item
79371,2024-06-02,Late Delivery
34497,2025-09-23,Damaged
43009,2025-07-15,Late Delivery
91598,2024-11-12,Damaged
75439,2024-11-07,Defective
29720,2025-06-17,Late Delivery
38607,2025-09-24,Defective
77127,2025-01-18,Late Delivery
97088,2025-02-15,Changed Mind
24627,2024-10-05,Damaged
61815,2024-06-20,Changed Mind
69756,2024-08-29,Damaged
11931,2025-01-12,Wrong Item
16161,2024-09-03,Late Delivery
47440,2024-05-22,Wrong Item
34606,2024-12-25,Wrong Item
14107,2024-05-25,Damaged
90651,2025-05-10,Changed Mind
98435,2025-06-11,Defective
17503,2025-08-29,Damaged
63486,2024-08-11,Defective
33076,2024-05-22,Wrong Item
79809,2026-01-02,Defective
90791,2024-03-06,Changed Mind
93365,2025-09-21,Damaged
18293,2024-08-09,Changed Mind
43850,2025-12-19,Changed Mind
35068,2025-12-12,Damaged
61393,2025-02-14,Changed Mind
27382,2025-12-21,Late Delivery
85414,2025-01-25,Late Delivery
13798,2025-01-05,Late Delivery
1729,2025-04-12,Defective
66101,2024-02-06,Changed Mind
7678,2025-05-29,Damaged
73315,2024-01-11,Damaged
69696,2024-05-26,Defective
5439,2025-10-18,Damaged
73381,2025-01-24,Late Delivery
34591,2025-06-11,Changed Mind
8453,2024-08-29,Damaged
6235,2024-08-31,Damaged
56580,2025-03-03,Wrong Item
44069,2025-04-07,Wrong Item
73662,2024-03-21,Wrong Item
18242,2025-04-29,Changed Mind
72560,2024-05-10,Late Delivery
11373,2024-11-02,Late Delivery
53068,2024-02-18,Late Delivery
54397,2025-12-06,Changed Mind
60744,2024-05-07,Changed Mind
4233,2025-12-08,Wrong Item
66150,2024-12-27,Damaged
227,2025-11-16,Defective
38051,2025-01-03,Defective
75831,2025-02-14,Damaged
11713,2024-02-03,Wrong Item
89799,2024-10-31,Damaged
84722,2026-01-06,Damaged
11651,2024-12-25,Defective
63793,2025-03-04,Wrong Item
18332,2026-01-12,Changed Mind
59465,2025-04-09,Defective
31839,2025-11-24,Changed Mind
35888,2024-03-23,Wrong Item
70558,2024-10-01,Damaged
68842,2025-02-01,Late Delivery
44300,2025-03-30,Late Delivery
39432,2025-04-19,Wrong Item
71758,2025-01-13,Late Delivery
51267,2025-07-27,Changed Mind
49809,2025-11-16,Late Delivery
86689,2025-12-14,Wrong Item
61005,2024-03-20,Wrong Item
60771,2024-02-17,Changed Mind
88,2024-09-07,Late Delivery
77204,2025-05-23,Late Delivery
51988,2025-01-23,Damaged
82150,2025-08-27,Defective
43734,2025-01-18,Wrong Item
95182,2025-07-31,Damaged
88477,2025-10-29,Wrong Item
62006,2025-03-24,Damaged
30884,2024-05-10,Defective
50767,2026-01-19,Damaged
74956,2024-06-12,Wrong Item
12751,2025-09-27,Late Delivery
36507,2024-06-30,Wrong Item
9938,2025-12-31,Changed Mind
18374,2024-09-18,Changed Mind
92221,2025-04-06,Changed Mind
90730,2024-10-03,Changed Mind
12397,2024-10-06,Defective
94922,2025-01-22,Late Delivery
33802,2025-03-05,Late Delivery
1231,2024-06-05,Wrong Item
20335,2024-09-02,Damaged
78044,2024-10-02,Wrong Item
40351,2024-04-15,Wrong Item
50863,2024-10-15,Wrong Item
65410,2024-12-01,Wrong Item
98466,2025-05-02,Late Delivery
83943,2024-06-09,Damaged
35641,2024-12-13,Wrong Item
76610,2025-11-16,Late Delivery
1046,2025-03-31,Wrong Item
97796,2025-03-13,Changed Mind
5938,2026-01-03,Wrong Item
57688,2025-09-05,Wrong Item
7896,2024-12-03,Defective
87485,2025-06-06,Changed Mind
17571,2024-10-22,Damaged
53065,2024-08-15,Wrong Item
11142,2024-09-16,Damaged
96937,2024-11-07,Changed Mind
50491,2025-04-29,Wrong Item
33223,2024-10-23,Defective
82507,2024-05-26,Late Delivery
36297,2024-05-10,Defective
67925,2024-11-04,Defective
94405,2025-12-28,Late Delivery
84993,2024-11-19,Late Delivery
62123,2025-09-27,Late Delivery
65744,2024-04-02,Wrong Item
40247,2024-07-12,Damaged
16362,2025-06-29,Damaged
55939,2024-11-17,Late Delivery
28675,2025-11-18,Defective
23958,2025-04-24,Changed Mind
7859,2025-12-25,Late Delivery
94213,2024-01-18,Defective
63352,2024-01-26,Defective
50199,2024-09-08,Wrong Item
55239,2024-03-31,Wrong Item
98341,2024-02-09,Damaged
13706,2024-07-04,Damaged
13580,2025-06-14,Changed Mind
34571,2024-02-08,Changed Mind
93622,2024-05-29,Changed Mind
2105,2024-11-22,Changed Mind
74361,2025-05-12,Defective
85889,2025-12-02,Defective
99907,2025-12-19,Damaged
56430,2024-03-07,Wrong Item
86503,2024-06-01,Wrong Item
12470,2024-07-07,Late Delivery
14779,2025-09-12,Defective
27544,2025-07-25,Changed Mind
97977,2025-10-19,Changed Mind
46123,2024-12-24,Late Delivery
49369,2024-12-08,Wrong Item
1333,2025-04-19,Changed Mind
2361,2025-06-05,Wrong Item
82418,2024-05-21,Late Delivery
45149,2024-12-08,Wrong Item
7842,2024-03-02,Wrong Item
86291,2025-12-11,Wrong Item
36035,2025-09-11,Changed Mind
18146,2024-12-02,Damaged
70746,2025-11-10,Defective
78804,2025-08-28,Wrong Item
94236,2026-01-01,Wrong Item
52491,2024-11-08,Wrong Item
88895,2024-11-23,Damaged
59269,2025-09-10,Late Delivery
19663,2025-04-10,Changed Mind
49826,2025-09-17,Damaged
1323,2025-02-24,Wrong Item
37624,2025-03-31,Damaged
20087,2025-11-17,Damaged
88366,2024-10-09,Damaged
92896,2024-08-25,Late Delivery
69588,2026-01-07,Defective
26587,2024-08-10,Changed Mind
39879,2025-10-02,Late Delivery
75299,2024-07-28,Late Delivery
53979,2025-11-14,Defective
49674,2025-07-30,Late Delivery
75962,2024-04-08,Damaged
25356,2025-09-30,Damaged
27734,2025-08-01,Wrong Item
18006,2025-04-24,Late Delivery
22673,2025-09-10,Wrong Item
50381,2024-09-23,Changed Mind
59039,2026-01-02,Damaged
43445,2024-11-14,Changed Mind
2281,2024-12-04,Defective
77965,2024-09-12,Damaged
96126,2025-04-02,Changed Mind
77648,2024-08-29,Defective
31432,2025-09-22,Changed Mind
31923,2024-07-28,Defective
15809,2024-01-11,Defective
85542,2024-03-18,Damaged
15496,2024-04-25,Wrong Item
77432,2024-04-28,Defective
57937,2024-08-11,Defective
18950,2024-08-03,Damaged
22584,2025-09-30,Wrong Item
6749,2024-08-11,Late Delivery
80574,2024-03-01,Late Delivery
53071,2024-09-27,Wrong Item
1403,2025-06-20,Changed Mind
37782,2024-05-26,Damaged
64680,2024-04-19,Wrong Item
79961,2024-05-19,Late Delivery
23788,2025-10-18,Defective
30419,2025-01-03,Late Delivery
59035,2024-05-13,Defective
20331,2024-06-11,Damaged
95653,2025-01-16,Defective
884,2025-01-14,Wrong Item
41516,2025-08-29,Defective
14039,2025-11-13,Changed Mind
44970,2025-11-20,Wrong Item
32866,2024-08-09,Damaged
79369,2024-10-07,Wrong Item
3254,2024-08-08,Changed Mind
2938,2024-08-28,Damaged
36839,2024-12-01,Late Delivery
25040,2025-06-27,Changed Mind
23395,2025-03-15,Damaged
81993,2025-12-21,Defective
56294,2024-02-21,Wrong Item
1319,2025-12-20,Damaged
95285,2025-09-07,Wrong Item
32593,2025-09-05,Defective
86254,2024-12-08,Damaged
79995,2025-04-12,Late Delivery
63781,2024-07-13,Changed Mind
37109,2025-09-27,Damaged
1350,2024-04-09,Defective
4791,2024-11-20,Damaged
96595,2024-06-28,Wrong Item
87445,2024-03-20,Damaged
87608,2024-09-24,Late Delivery
84334,2025-09-09,Damaged
58135,2024-12-24,Changed Mind
18635,2025-01-10,Damaged
3394,2024-06-18,Wrong Item
72229,2025-11-27,Damaged
37588,2025-09-10,Late Delivery
11447,2025-10-14,Defective
92169,2024-02-22,Damaged
33055,2025-05-22,Damaged
93269,2025-04-10,Changed Mind
59809,2025-03-11,Late Delivery
61578,2025-11-22,Defective
49661,2024-09-19,Wrong Item
11061,2025-04-14,Damaged
1551,2025-06-22,Defective
80751,2025-02-07,Wrong Item
4511,2025-12-26,Late Delivery
26439,2025-12-17,Late Delivery
86709,2025-12-13,Defective
83004,2024-12-10,Wrong Item
80167,2025-12-13,Late Delivery
48079,2025-05-08,Defective
16302,2025-02-25,Late Delivery
17495,2025-05-22,Late Delivery
85699,2024-12-26,Late Delivery
61706,2024-03-26,Changed Mind
49149,2025-05-25,Wrong Item
70173,2024-03-29,Defective
96223,2024-04-27,Defective
52413,2024-04-09,Wrong Item
97494,2025-09-03,Wrong Item
9094,2024-08-15,Wrong Item
6268,2026-01-01,Wrong Item
81824,2024-06-20,Damaged
40204,2025-12-03,Defective
69326,2025-08-08,Damaged
57863,2024-11-14,Late Delivery
52992,2024-11-02,Late Delivery
89246,2024-09-14,Defective
26874,2024-03-24,Late Delivery
62597,2026-01-13,Wrong Item
47746,2024-07-20,Damaged
40991,2024-05-19,Wrong Item
13929,2024-06-18,Late Delivery
94954,2025-10-23,Damaged
18743,2024-01-27,Wrong Item
1058,2024-11-14,Defective
4338,2024-06-21,Wrong Item
34171,2025-03-07,Late Delivery
96506,2024-03-02,Damaged
2030,2024-10-12,Defective
1431,2025-05-18,Damaged
35084,2025-10-01,Defective
33932,2024-10-18,Damaged
55376,2024-06-16,Late Delivery
22825,2025-03-27,Defective
73647,2024-02-07,Changed Mind
25270,2025-12-11,Damaged
64035,2025-04-06,Damaged
14806,2025-12-18,Wrong Item
60298,2025-11-26,Defective
50079,2025-03-12,Changed Mind
31592,2026-01-06,Late Delivery
586,2024-04-09,Wrong Item
36905,2024-05-28,Changed Mind
21333,2025-12-10,Defective
39457,2024-03-15,Changed Mind
12534,2025-04-02,Damaged
40816,2025-09-20,Damaged
68317,2025-01-10,Wrong Item
42918,2025-01-09,Defective
5216,2024-12-03,Defective
83013,2024-07-16,Changed Mind
40200,2024-05-17,Wrong Item
64274,2025-12-02,Defective
88544,2024-03-16,Damaged
834,2025-06-24,Changed Mind
41273,2024-06-05,Late Delivery
79343,2025-08-30,Damaged
35016,2025-08-21,Wrong Item
66703,2025-11-05,Defective
65644,2025-02-03,Damaged
18486,2025-08-29,Late Delivery
33334,2025-09-13,Late Delivery
13552,2024-08-21,Wrong Item
95261,2025-07-18,Damaged
17673,2025-04-18,Changed Mind
23146,2024-07-26,Damaged
61130,2025-12-20,Late Delivery
69841,2025-01-02,Wrong Item
96987,2024-01-18,Wrong Item
35754,2024-04-05,Changed Mind
33460,2025-10-14,Wrong Item
14269,2025-09-30,Wrong Item
22187,2024-12-24,Wrong Item
15023,2025-09-23,Wrong Item
11969,2025-07-14,Wrong Item
28566,2025-12-17,Late Delivery
25842,2024-05-12,Damaged
279,2024-11-07,Defective
76183,2024-05-31,Wrong Item
6149,2025-01-02,Defective
61297,2025-01-22,Defective
77960,2024-08-01,Late Delivery
14150,2024-03-24,Wrong Item
47140,2026-01-02,Defective
29518,2025-07-17,Wrong Item
10050,2025-06-22,Changed Mind
53346,2025-03-18,Changed Mind
75310,2025-04-11,Changed Mind
20613,2024-08-23,Defective
34287,2024-12-13,Changed Mind
59397,2025-07-27,Late Delivery
38721,2024-12-02,Late Delivery
31121,2025-03-15,Defective
46500,2025-04-08,Wrong Item
31419,2025-03-18,Damaged
1573,2024-02-22,Wrong Item
78057,2025-07-10,Wrong Item
53084,2026-01-21,Wrong Item
27806,2024-01-31,Wrong Item
96811,2024-11-24,Damaged
97650,2025-05-01,Changed Mind
15843,2024-12-04,Wrong Item
52853,2024-03-27,Late Delivery
50138,2025-07-04,Defective
27538,2025-10-27,Defective
11856,2024-05-19,Late Delivery
41094,2025-05-10,Wrong Item
40942,2024-05-04,Damaged
78213,2024-06-04,Changed Mind
70852,2024-11-16,Defective
85907,2025-01-09,Changed Mind
70227,2025-01-06,Damaged
17248,2024-04-13,Defective
91331,2025-05-21,Changed Mind
74412,2024-08-13,Damaged
13736,2024-10-03,Changed Mind
75534,2025-10-28,Wrong Item
19779,2025-03-21,Damaged
8094,2025-12-02,Changed Mind
92534,2024-10-31,Wrong Item
82193,2024-02-09,Wrong Item
67484,2025-09-23,Damaged
46678,2025-11-23,Late Delivery
74258,2025-04-04,Defective
54569,2024-11-15,Damaged
61461,2024-06-29,Wrong Item
31022,2025-04-22,Wrong Item
2130,2024-04-12,Damaged
95185,2026-01-02,Late Delivery
11864,2024-05-12,Defective
55043,2024-09-16,Changed Mind
14425,2025-07-10,Damaged
52151,2025-08-06,Defective
9162,2025-05-12,Defective
42666,2024-05-12,Wrong Item
7316,2024-02-11,Changed Mind
2181,2024-07-09,Damaged
67359,2025-06-06,Wrong Item
9601,2024-04-07,Wrong Item
35737,2025-08-16,Late Delivery
30465,2025-11-30,Defective
10572,2024-08-05,Damaged
85767,2025-06-16,Damaged
6176,2025-07-16,Damaged
31197,2025-07-04,Wrong Item
77458,2025-01-24,Late Delivery
1222,2026-01-10,Changed Mind
74449,2025-05-30,Wrong Item
37038,2025-11-19,Changed Mind
16291,2025-08-02,Late Delivery
25453,2025-09-12,Defective
33563,2024-09-29,Damaged
656,2025-08-28,Changed Mind
43384,2025-10-17,Wrong Item
64833,2025-04-12,Changed Mind
37692,2025-06-17,Defective
50195,2025-03-23,Damaged
64798,2024-01-26,Changed Mind
34273,2024-07-12,Defective
4051,2025-05-25,Wrong Item
87072,2025-12-02,Late Delivery
81773,2024-12-20,Wrong Item
70997,2025-03-11,Damaged
4368,2025-05-08,Wrong Item
56346,2024-08-24,Wrong Item
45918,2024-07-23,Wrong Item
46369,2024-02-20,Wrong Item
90890,2024-12-05,Damaged
5074,2025-09-27,Defective
35991,2025-01-28,Changed Mind
10502,2025-04-02,Late Delivery
55930,2025-01-19,Changed Mind
11015,2025-08-24,Changed Mind
80128,2025-05-09,Late Delivery
40039,2025-10-17,Damaged
69576,2024-03-02,Late Delivery
8787,2024-04-06,Damaged
60719,2024-04-03,Changed Mind
55432,2024-09-15,Damaged
95341,2024-10-19,Defective
19213,2024-09-30,Late Delivery
94482,2024-03-09,Defective
41047,2024-04-27,Changed Mind
3790,2025-11-18,Late Delivery
90092,2024-08-16,Changed Mind
58117,2025-07-23,Defective
22507,2024-06-10,Changed Mind
17920,2025-06-04,Late Delivery
96635,2025-08-29,Late Delivery
8570,2024-08-19,Changed Mind
88174,2025-12-19,Late Delivery
45795,2025-05-16,Late Delivery
73839,2025-10-26,Changed Mind
15461,2024-07-28,Defective
8312,2025-12-20,Late Delivery
64112,2025-02-17,Late Delivery
9661,2024-10-06,Late Delivery
857,2024-05-08,Late Delivery
57420,2024-04-29,Changed Mind
40012,2024-12-12,Defective
21178,2025-12-09,Defective
85575,2024-11-27,Damaged
22154,2024-05-30,Late Delivery
66030,2024-02-21,Late Delivery
11469,2025-01-21,Damaged
65982,2025-09-02,Defective
37238,2025-11-11,Wrong Item
72376,2024-12-03,Wrong Item
83143,2024-04-12,Defective
20283,2025-09-13,Late Delivery
12388,2025-03-28,Wrong Item
29870,2025-04-14,Changed Mind
78789,2025-04-28,Changed Mind
69418,2025-09-29,Damaged
10900,2024-04-02,Defective
22740,2024-05-25,Defective
1415,2025-06-21,Wrong Item
30953,2024-06-27,Late Delivery
56835,2024-11-13,Defective
38936,2025-08-23,Wrong Item
32201,2024-06-16,Wrong Item
68845,2025-04-29,Defective
45692,2024-05-06,Wrong Item
72020,2025-11-30,Damaged
80648,2025-06-18,Damaged
20428,2025-02-25,Defective
11896,2024-04-13,Late Delivery
4625,2025-03-27,Damaged
29506,2024-04-07,Damaged
12561,2024-11-22,Defective
38943,2024-05-29,Changed Mind
69606,2025-04-02,Wrong Item
574,2024-11-08,Damaged
84866,2025-03-31,Changed Mind
51744,2025-12-12,Late Delivery
74337,2024-06-25,Changed Mind
86885,2024-06-05,Defective
36239,2025-07-09,Late Delivery
50283,2025-10-08,Late Delivery
7749,2025-09-10,Changed Mind
45120,2024-04-16,Defective
99912,2025-03-28,Damaged
73382,2025-11-08,Changed Mind
60894,2025-01-14,Damaged
76179,2025-08-10,Changed Mind
79844,2025-07-06,Damaged
86324,2025-10-05,Changed Mind
98518,2025-11-14,Late Delivery
76930,2024-06-07,Wrong Item
17962,2025-06-05,Late Delivery
64846,2024-07-14,Damaged
28287,2024-07-08,Defective
16731,2024-12-17,Late Delivery
67703,2025-01-02,Wrong Item
81582,2024-08-05,Damaged
2743,2025-08-23,Late Delivery
91840,2025-07-01,Changed Mind
51277,2025-06-10,Defective
10818,2024-10-13,Damaged
13414,2025-05-08,Late Delivery
4646,2024-04-06,Damaged
24831,2025-02-04,Changed Mind
51478,2025-04-18,Wrong Item
60477,2025-11-29,Late Delivery
9888,2024-12-30,Damaged
77007,2024-02-12,Damaged
80596,2025-03-25,Damaged
72762,2024-10-07,Wrong Item
97107,2024-08-17,Damaged
53570,2025-02-01,Defective
15627,2024-03-14,Defective
98423,2025-01-21,Damaged
38862,2024-04-16,Defective
24548,2024-01-21,Late Delivery
78204,2025-10-06,Defective
44525,2024-04-27,Damaged
929,2025-05-16,Changed Mind
30573,2025-02-22,Late Delivery
2175,2024-04-29,Wrong Item
63408,2024-05-02,Damaged
15467,2025-01-11,Wrong Item
21288,2025-11-26,Changed Mind
68792,2024-06-18,Wrong Item
